file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Household Weight	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00350	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	058549	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019006029	00611	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	025531	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016679716	01180	Stabilized pre 1947	3 bedrooms	4 rooms	13 to 19 units	Not applicable	055484	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	01050	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	Not applicable	052716	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00999	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	047720	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019750258	00765	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	093113	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016437249	00234	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	006442	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00234	HUD regulated	1 bedrooms	2 rooms	20 to 49 units	HUD regulated	004365	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017253893	00234	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	062810	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	01100	HUD regulated	2 bedrooms	4 rooms	50 to 99 units	HUD regulated	002130	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018924143	00099	HUD regulated	1 bedrooms	2 rooms	20 to 49 units	HUD regulated	014331	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017177147	00850	HUD regulated	2 bedrooms	4 rooms	50 to 99 units	HUD regulated	081278	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00850	HUD regulated	2 bedrooms	3 rooms	20 to 49 units	HUD regulated	011503	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00472	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	018479	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00530	Stabilized pre 1947	4 bedrooms	7 rooms	20 to 49 units	Not applicable	055921	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	020916473	00657	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	056438	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019006029	00403	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	074860	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	019006029	00243	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	096050	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	017253893	00114	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	056759	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Deteriorating	No	016922738	00563	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	037011	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021536323	00574	Stabilized pre 1947	2 bedrooms	3 rooms	5 units	Not applicable	081411	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00750	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	058907	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00681	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	Not applicable	072824	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016675471	00952	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	Not applicable	077688	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016990691	01500	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	022982	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016836088	00800	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	009296	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00841	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	061009	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016990691	01200	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	071884	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00200	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	032863	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00747	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	057624	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00549	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	068310	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00274	Controlled	2 bedrooms	4 rooms	13 to 19 units	Not applicable	043990	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00338	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	031941	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017253893	00274	Controlled	2 bedrooms	4 rooms	13 to 19 units	Not applicable	006704	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	025211133	00500	Controlled	3 bedrooms	5 rooms	13 to 19 units	Not applicable	093822	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019343564	00945	Mitchell Lama rental	2 bedrooms	4 rooms	100 units or more	Mitchell Lama State/Rental	015376	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017695368	00936	Mitchell Lama rental	2 bedrooms	4 rooms	100 units or more	Mitchell Lama State/Rental	016317	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019291758	01200	Mitchell Lama rental	2 bedrooms	4 rooms	100 units or more	Mitchell Lama State/Rental	000371	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016990691	00755	Mitchell Lama rental	2 bedrooms	4 rooms	100 units or more	Mitchell Lama State/Rental	000332	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017253893	01002	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	J-51	054307	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Not Reported	No	021240489	00830	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	J-51	088123	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00170	Stabilized pre 1947	3 bedrooms	5 rooms	20 to 49 units	J-51	075255	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00800	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	077998	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00800	HUD regulated	3 bedrooms	5 rooms	50 to 99 units	HUD regulated	037946	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	01100	HUD regulated	3 bedrooms	5 rooms	50 to 99 units	HUD regulated	093966	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00713	HUD regulated	3 bedrooms	5 rooms	20 to 49 units	HUD regulated	024397	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017486515	00244	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	092776	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00305	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	061895	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	017150895	00288	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	069745	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00800	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	072330	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00575	Public housing	3 bedrooms	5 rooms	20 to 49 units	Public Housing	077632	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019050993	00195	Public housing	2 bedrooms	4 rooms	20 to 49 units	Public Housing	068256	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00268	Public housing	3 bedrooms	5 rooms	20 to 49 units	Public Housing	038823	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	00617	Public housing	3 bedrooms	5 rooms	20 to 49 units	Public Housing	056316	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00617	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	088818	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021240489	00200	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	030145	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018499726	00400	Public housing	4 bedrooms	6 rooms	100 units or more	Public Housing	034132	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021122974	00263	Public housing	4 bedrooms	6 rooms	100 units or more	Public Housing	099711	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00261	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	004306	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00243	Public housing	2 bedrooms	3 rooms	100 units or more	Public Housing	073254	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	00250	Public housing	2 bedrooms	3 rooms	100 units or more	Public Housing	048327	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	00216	Public housing	1 bedrooms	2 rooms	20 to 49 units	Public Housing	055031	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00367	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	011349	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020832819	00256	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	076822	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00597	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	074122	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018333115	00278	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	041526	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019006029	00297	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	056926	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019482516	00713	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	034882	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021536323	00200	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	034490	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019050993	00297	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	043929	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019173280	00857	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	087979	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00671	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	044141	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018736917	00579	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	Not applicable	051921	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	025218304	00900	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	034986	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019103574	00300	Public housing	1 bedrooms	2 rooms	100 units or more	Public Housing	080064	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019115258	00182	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	034363	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019353029	00300	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	084782	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021122974	00300	Public housing	1 bedrooms	2 rooms	100 units or more	Public Housing	071779	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	025962392	00500	HUD regulated	2 bedrooms	4 rooms	100 units or more	HUD regulated	060729	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021597545	01049	HUD regulated	1 bedrooms	3 rooms	100 units or more	HUD regulated	082506	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	01215	HUD regulated	1 bedrooms	2 rooms	100 units or more	HUD regulated	023396	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016922738	00148	HUD regulated	1 bedrooms	3 rooms	100 units or more	HUD regulated	069397	01	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016679716	00988	Other rental	No bedroom	1 rooms	50 to 99 units	Not applicable	099421	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016679716	00900	Other rental	No bedroom	1 rooms	100 units or more	Not applicable	080997	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016679716	00300	Other rental	No bedroom	1 rooms	100 units or more	Not applicable	099163	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	020622812	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5 rooms	2 units without business	Not applicable	083060	02	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	019991636	01100	Other rental	2 bedrooms	4 rooms	2 units without business	Not applicable	028820	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016518303	01500	Other rental	3 bedrooms	5 rooms	2 units without business	Not applicable	014553	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021939558	00700	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	013353	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	021183022	01100	Other rental	3 bedrooms	4 rooms	3 units	Not applicable	037741	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	024984078	00999	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	014619	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	018748377	00500	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	078181	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	022029207	01500	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	000737	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	013027352	01400	Other rental	2 bedrooms	4 rooms	2 units without business	Not applicable	009914	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	013027352	01700	Other rental	3 bedrooms	5 rooms	2 units without business	Not applicable	092763	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	013027352	01700	Other rental	3 bedrooms	5 rooms	2 units without business	Not applicable	027229	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019924057	00850	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	042308	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	016859857	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5 rooms	3 units	Not applicable	034819	02	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Bronx	Sound	No	016930472	01230	Other rental	3 bedrooms	5 rooms	4 units	Not applicable	049216	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019911681	01520	Other rental	4 bedrooms	6 rooms	3 units	Not applicable	018542	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Dilapidated	No	016289572	01600	Other rental	3 bedrooms	5 rooms	3 units	Not applicable	067777	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	019677840	00700	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	001210	02	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Bronx	Sound	No	013440919	00800	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	009120	02	Not applicable (renter occupied)	Pay cash rent
