file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Queens	Sound	No	01800	Other rental	3 bedrooms	5	2 units without business	Not applicable	707371	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	070158	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01800	Other rental	3 bedrooms	5	3 units	Not applicable	658796	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01600	Other rental	2 bedrooms	3	2 units without business	Not applicable	558787	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Other rental	1 bedrooms	3	2 units without business	Not applicable	025061	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00650	Stabilized pre 1947	No bedroom	1	20 to 49 units	Not applicable	232593	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00836	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	483188	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized post 1947	2 bedrooms	4	4 units	421-A	799584	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00950	Other rental	1 bedrooms	3	3 units	Not applicable	391117	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	202468	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01962	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	982266	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	381338	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01009	Controlled	2 bedrooms	4	50 to 99 units	Not applicable	494274	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	433287	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	3 bedrooms	5	2 units without business	Not applicable	626369	02	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	01775	Other rental	2 bedrooms	4	6 to 9 units	Not applicable	735254	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Other rental	1 bedrooms	2	6 to 9 units	Not applicable	074202	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Other rental	No bedroom	1	6 to 9 units	Not applicable	387985	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01325	Other rental	1 bedrooms	3	6 to 9 units	Not applicable	233184	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00700	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	582947	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	335889	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	664945	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	959535	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00800	Other rental	2 bedrooms	5	3 units	Not applicable	529681	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	506480	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	554106	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	3	13 to 19 units	Not applicable	402545	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01350	Stabilized pre 1947	1 bedrooms	3	13 to 19 units	Not applicable	216472	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00586	Controlled	1 bedrooms	2	13 to 19 units	Not applicable	559650	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	1 bedrooms	3	13 to 19 units	Not applicable	444222	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Other rental	2 bedrooms	4	2 units without business	Not applicable	414334	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	697362	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	3 bedrooms	5	50 to 99 units	J-51	128416	02	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	03500	Other rental	4 bedrooms	7	3 units	Not applicable	051735	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	03600	Other rental	2 bedrooms	4	100 units or more	Not applicable	578767	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	03692	Other rental	2 bedrooms	4	100 units or more	Not applicable	486315	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	03800	Other rental	2 bedrooms	4	100 units or more	Not applicable	014105	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	02250	Other rental	1 bedrooms	3	100 units or more	Not applicable	703272	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01600	Other rental	2 bedrooms	4	2 units without business	Not applicable	927611	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01800	Other rental	4 bedrooms	6	2 units without business	Not applicable	412531	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	179166	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01900	Other rental	3 bedrooms	5	2 units without business	Not applicable	400369	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01165	Other rental	1 bedrooms	2	100 units or more	Not applicable	643567	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01375	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	706746	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01200	Other rental	1 bedrooms	2	100 units or more	Not applicable	772087	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01200	Other rental	1 bedrooms	2	100 units or more	Not applicable	097197	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	789912	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Other rental	2 bedrooms	4	3 units	Not applicable	373751	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3	3 units	Not applicable	005053	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units without business	Not applicable	543133	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00400	Other rental	1 bedrooms	4	2 units without business	Not applicable	098644	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	3 bedrooms	4	3 units	Not applicable	477793	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01650	Other rental	2 bedrooms	3	3 units	Not applicable	765117	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00740	Stabilized pre 1947	1 bedrooms	3	6 to 9 units	Not applicable	173148	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	1 bedrooms	2	6 to 9 units	Not applicable	731563	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	4	6 to 9 units	Not applicable	965125	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	6 to 9 units	Not applicable	650807	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01450	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	814685	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	032278	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01450	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	631526	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	883264	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	386603	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01100	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	164923	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	01600	Stabilized post 1947	3 bedrooms	6	100 units or more	Not applicable	426229	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01100	Stabilized post 1947	1 bedrooms	4	100 units or more	Not applicable	331402	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized post 1947	No bedroom	1	50 to 99 units	Not applicable	710916	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00953	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	188034	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00862	Stabilized post 1947	1 bedrooms	2	100 units or more	Not applicable	134948	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized post 1947	1 bedrooms	3	50 to 99 units	Not applicable	054692	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00950	Stabilized pre 1947	2 bedrooms	3	20 to 49 units	Not applicable	991384	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	352833	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00909	Stabilized pre 1947	2 bedrooms	3	50 to 99 units	Not applicable	546422	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00900	Stabilized pre 1947	1 bedrooms	3	13 to 19 units	Not applicable	376146	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	602413	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	589541	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00980	Stabilized pre 1947	1 bedrooms	2	6 to 9 units	Not applicable	151519	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01100	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	414690	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00502	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	260260	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01288	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	581187	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01175	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	455205	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	946903	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	1 bedrooms	5	20 to 49 units	Not applicable	709986	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	00500	Stabilized pre 1947	1 bedrooms	3	6 to 9 units	Not applicable	379627	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	01400	Stabilized pre 1947	1 bedrooms	4	6 to 9 units	Not applicable	775878	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Other rental	2 bedrooms	4	2 units without business	Not applicable	002401	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01100	Other rental	1 bedrooms	3	3 units	Not applicable	494238	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	3 units	Not applicable	811559	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	3 units	Not applicable	695139	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	1 bedrooms	6	3 units	Not applicable	362952	02	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	2 units without business	Not applicable	818273	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	03800	Other rental	3 bedrooms	5	100 units or more	Not applicable	284033	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	03200	Other rental	2 bedrooms	4	100 units or more	Not applicable	235551	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01907	Stabilized pre 1947	No bedroom	3	100 units or more	Not applicable	403382	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	03000	Other rental	1 bedrooms	3	100 units or more	Not applicable	667408	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	391302	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	2 bedrooms	5	2 units without business	Not applicable	724960	02	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	2 units without business	Not applicable	084754	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00975	Other rental	2 bedrooms	6	2 units without business	Not applicable	489482	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01550	Other rental	2 bedrooms	4	2 units without business	Not applicable	024384	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Deteriorating	No	01500	Other rental	2 bedrooms	5	3 units	Not applicable	391496	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	02500	Other rental	4 bedrooms	6	1 unit without business	Not applicable	847029	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	02000	Other rental	4 bedrooms	7	1 unit without business	Not applicable	366643	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00800	Other rental	2 bedrooms	3	2 units without business	Not applicable	426231	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	2 bedrooms	4	100 units or more	Not applicable	647780	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01135	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	641686	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00900	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	060394	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01115	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	022443	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	00917	Stabilized post 1947	1 bedrooms	2	50 to 99 units	Not applicable	481566	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	928361	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00175	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	981321	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01375	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	071446	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01125	Stabilized pre 1947	1 bedrooms	4	20 to 49 units	Not applicable	150857	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01125	Stabilized pre 1947	1 bedrooms	4	20 to 49 units	Not applicable	067701	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Condo	00800	Stabilized pre 1947	No bedroom	1	50 to 99 units	Not applicable	991516	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	370551	02	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	00980	Stabilized pre 1947	No bedroom	2	50 to 99 units	Not applicable	814772	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	697607	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01432	Stabilized pre 1947	3 bedrooms	5	6 to 9 units	Not applicable	061147	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Stabilized pre 1947	3 bedrooms	5	6 to 9 units	Not applicable	510085	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	767975	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	4 bedrooms	6	6 to 9 units	Not applicable	007122	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	583566	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	404744	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01550	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	423305	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01020	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	232109	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Stabilized pre 1947	1 bedrooms	2	6 to 9 units	Not applicable	945953	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	2 bedrooms	3	6 to 9 units	Not applicable	848107	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized pre 1947	2 bedrooms	5	6 to 9 units	Not applicable	867630	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	2 bedrooms	5	6 to 9 units	Not applicable	276728	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00500	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	153148	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	02100	Other rental	2 bedrooms	3	50 to 99 units	Not applicable	041875	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01455	Stabilized pre 1947	1 bedrooms	4	50 to 99 units	Not applicable	956174	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00306	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	747315	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01139	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	443096	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01455	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	520308	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01021	Stabilized pre 1947	2 bedrooms	3	50 to 99 units	Not applicable	366598	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01099	Stabilized pre 1947	1 bedrooms	4	50 to 99 units	Not applicable	627036	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Other rental	2 bedrooms	4	3 units	Not applicable	539753	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	3 units	Not applicable	726167	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Other rental	2 bedrooms	4	3 units	Not applicable	992021	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	5 bedrooms	8	3 units	Not applicable	465546	02	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	6 to 9 units	Not applicable	455285	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01025	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	101339	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01125	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	899624	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01100	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	398315	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01157	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	960255	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01600	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	149812	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	No bedroom	1	100 units or more	Not applicable	403843	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	165053	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Stabilized pre 1947	1 bedrooms	4	6 to 9 units	Not applicable	064407	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00783	Stabilized pre 1947	2 bedrooms	4	6 to 9 units	Not applicable	040230	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00600	Stabilized pre 1947	2 bedrooms	3	6 to 9 units	Not applicable	897937	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01020	Stabilized pre 1947	1 bedrooms	3	100 units or more	Not applicable	109337	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00927	Stabilized pre 1947	No bedroom	2	100 units or more	Not applicable	762890	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01446	Stabilized pre 1947	2 bedrooms	5	100 units or more	Not applicable	418398	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01070	Stabilized pre 1947	2 bedrooms	4	100 units or more	Not applicable	805359	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Stabilized pre 1947	1 bedrooms	3	6 to 9 units	Not applicable	329365	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	00865	Stabilized pre 1947	No bedroom	1	6 to 9 units	Not applicable	484189	02	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	50 to 99 units	J-51	293651	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	50 to 99 units	J-51	498538	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	446199	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	866051	03	Owned or being bought	Not applicable (owner occupied)
