file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Bronx	Sound	No	00900	Other rental	2 bedrooms	4	2 units without business	Not applicable	875738	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01500	Other rental	2 bedrooms	4	2 units without business	Not applicable	215986	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	1 bedrooms	4	10 to 12 units	Not applicable	648777	09	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Bronx	Sound	No	00925	Stabilized pre 1947	1 bedrooms	2	10 to 12 units	Not applicable	440292	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00900	Stabilized post 1947	1 bedrooms	3	13 to 19 units	Not applicable	248264	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01700	Other rental	3 bedrooms	6	2 units without business	Not applicable	504062	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit with business	Not applicable	270585	09	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	01250	Other rental	2 bedrooms	4	3 units	Not applicable	157617	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00600	Other rental	1 bedrooms	3	5 units	Not applicable	153675	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00900	Other rental	3 bedrooms	5	2 units without business	Not applicable	712879	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Not Reported	No	01550	Stabilized post 1947	2 bedrooms	3	100 units or more	Not applicable	926528	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01625	Stabilized post 1947	2 bedrooms	3	100 units or more	Not applicable	411850	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01200	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	183219	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5	100 units or more	Not applicable	589850	09	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	4 units	Not applicable	183788	09	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Bronx	Sound	No	00700	Other rental	1 bedrooms	2	5 units	Not applicable	086389	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01100	Other rental	2 bedrooms	5	5 units	Not applicable	592536	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00650	Other rental	1 bedrooms	3	4 units	Not applicable	853322	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00295	Public housing	2 bedrooms	4	50 to 99 units	Public Housing	214744	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00319	Public housing	2 bedrooms	4	50 to 99 units	Public Housing	915856	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01300	Public housing	2 bedrooms	4	20 to 49 units	Public Housing	510423	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01300	Public housing	3 bedrooms	5	50 to 99 units	Public Housing	016429	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Other rental	1 bedrooms	4	3 units	Not applicable	666643	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Other rental	1 bedrooms	2	3 units	Not applicable	608061	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Other rental	2 bedrooms	4	3 units	Not applicable	182378	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01600	Other rental	3 bedrooms	5	3 units	Not applicable	957289	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00800	Stabilized post 1947	1 bedrooms	4	20 to 49 units	Not applicable	816044	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00950	Stabilized post 1947	1 bedrooms	4	20 to 49 units	Not applicable	065376	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	Unknown	00690	Stabilized post 1947	No bedroom	1	20 to 49 units	Not applicable	033828	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01062	Stabilized post 1947	1 bedrooms	4	20 to 49 units	Not applicable	170718	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00464	Public housing	1 bedrooms	3	20 to 49 units	Public Housing	600178	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00228	Public housing	1 bedrooms	3	20 to 49 units	Public Housing	415424	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00390	Public housing	1 bedrooms	3	20 to 49 units	Public Housing	165059	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00265	Public housing	1 bedrooms	3	20 to 49 units	Public Housing	209474	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00890	Stabilized post 1947	2 bedrooms	3	50 to 99 units	Not applicable	537004	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00738	Stabilized post 1947	1 bedrooms	2	50 to 99 units	Not applicable	527827	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00890	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	397064	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00306	Stabilized post 1947	2 bedrooms	3	50 to 99 units	Not applicable	181666	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01024	Stabilized post 1947	1 bedrooms	2	100 units or more	Not applicable	969846	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01020	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	594405	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00900	Stabilized post 1947	1 bedrooms	2	100 units or more	Not applicable	850705	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00777	Stabilized post 1947	No bedroom	1	100 units or more	Not applicable	016199	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	01600	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	466970	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00850	Stabilized post 1947	1 bedrooms	2	50 to 99 units	Not applicable	646660	09	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Bronx	Sound	No	00450	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	727381	09	N/A (renter)	Pay cash rent
